"Département (Champ géographique)","Code Commune (Champ géographique)","Nom Commune (Champ géographique)","Section (Références cadastrales)","Bâtiment (Identification du local)","N° voirie (Adresse du local)","Indice de répétition (Adresse du local)","Nature voie (Adresse du local)","Nom voie (Adresse du local)","N° MAJIC (Propriétaire(s) du local)","N° SIREN (Propriétaire(s) du local)","Forme juridique (Propriétaire(s) du local)","Forme juridique abrégée (Propriétaire(s) du local)","Dénomination (Propriétaire(s) du local)","Adresse","Adresse_complete"
59,350,"LILLE","AB","B",42,"","RUE","DU MAGASIN","PBBZV3","U19789971",9900,"","UNITE DE SOUTIEN INFRASTRUCTURE DE LA DEFENSE","RUE DU MAGASIN","42 RUE DU MAGASIN"
59,350,"LILLE","AB","B",42,"","RUE","DU MAGASIN","P99999","U23752501",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","RUE DU MAGASIN","42 RUE DU MAGASIN"
59,350,"LILLE","AB","A",86,"","","FACADE DE L ESPLANADE","PBBZV3","U19789971",9900,"","UNITE DE SOUTIEN INFRASTRUCTURE DE LA DEFENSE"," FACADE DE L ESPLANADE","86  FACADE DE L ESPLANADE"
59,350,"LILLE","AB","A",86,"","","FACADE DE L ESPLANADE","P99999","U23752501",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT"," FACADE DE L ESPLANADE","86  FACADE DE L ESPLANADE"
59,350,"LILLE","AB","A",9000,"","AVENUE","ADOLPHE MAX","P9MBBC","444608442",5699,"SA","ENEDIS","AVENUE ADOLPHE MAX","9000 AVENUE ADOLPHE MAX"
59,350,"LILLE","AB","A",9000,"","AVENUE","ADOLPHE MAX","P998MW","444608442",5699,"SA","ENEDIS","AVENUE ADOLPHE MAX","9000 AVENUE ADOLPHE MAX"
59,350,"LILLE","AB","A",71,"","RUE","SAINT SEBASTIEN","PBHXDB","422818625",5499,"SARL","SARL DU BOURG","RUE SAINT SEBASTIEN","71 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","C",30,"","RUE","DU GUET","PBHRG6","529920753",6540,"SCI","SCI CANFA","RUE DU GUET","30 RUE DU GUET"
59,350,"LILLE","AB","E",42,"","RUE","DE LA CENSE AUX BLES","PBH8G2","511725129",6540,"SCI","SCI DU HAUT PUITS","RUE DE LA CENSE AUX BLES","42 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","E",42,"","RUE","DE LA CENSE AUX BLES","PBB845","395189772",6540,"SCI","SCI DU 114 RUE DE LA RUE DE CAMIERS","RUE DE LA CENSE AUX BLES","42 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","F",78,"","RUE","DE LA CENSE AUX BLES","PBJQKN","818501447",6540,"SCI","SCI VETERINAIRE DES QUAIS","RUE DE LA CENSE AUX BLES","78 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","G",97,"","RUE","SAINT SEBASTIEN","PBCB4X","428106876",6540,"SCI","SCI SEBASTIEN","RUE SAINT SEBASTIEN","97 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","G",95,"","RUE","SAINT SEBASTIEN","PBCB4X","428106876",6540,"SCI","SCI SEBASTIEN","RUE SAINT SEBASTIEN","95 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","G",99,"","RUE","SAINT SEBASTIEN","PBJS8B","821745502",6599,"SC","SC DU 97 SAINT SEBASTIEN","RUE SAINT SEBASTIEN","99 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","G",43,"","QUAI","DES CHEVILLARDS","PBB9XD","420248627",6540,"SCI","DE RAISSAC BARDYN","QUAI DES CHEVILLARDS","43 QUAI DES CHEVILLARDS"
59,350,"LILLE","AB","G",77,"","RUE","SAINT SEBASTIEN","PBCB4X","428106876",6540,"SCI","SCI SEBASTIEN","RUE SAINT SEBASTIEN","77 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","G",79,"","RUE","SAINT SEBASTIEN","PBCB4X","428106876",6540,"SCI","SCI SEBASTIEN","RUE SAINT SEBASTIEN","79 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","G",69,"","RUE","SAINT SEBASTIEN","PBCB4X","428106876",6540,"SCI","SCI SEBASTIEN","RUE SAINT SEBASTIEN","69 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","B",85,"","RUE","DE LA CENSE AUX BLES","PBH7LC","791886500",6540,"SCI","REVE IMMO 1","RUE DE LA CENSE AUX BLES","85 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","C",109,"","RUE","DE LA CENSE AUX BLES","PBCLX3","U21510492",9110,"SYCO","SYNDICAT DES COPROPRIETAIRES D UN IMMEUBLE SIS A LILLE NORD","RUE DE LA CENSE AUX BLES","109 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","D",105,"","QUAI","DES CHEVILLARDS","PBKDQ2","844422915",6540,"SCI","IMMO CHEVILLARDS","QUAI DES CHEVILLARDS","105 QUAI DES CHEVILLARDS"
59,350,"LILLE","AB","D",105,"","QUAI","DES CHEVILLARDS","PBJ4LZ","831629555",6540,"SCI","YIDDISHLAND","QUAI DES CHEVILLARDS","105 QUAI DES CHEVILLARDS"
59,350,"LILLE","AB","H",92,"","RUE","MOULIN DU BECQUET","PBCQBH","U21552222",9900,"","SYNDICAT DES COPROPRIETAIRES DU 92 RUE DU MOULIN DE BECQUET","RUE MOULIN DU BECQUET","92 RUE MOULIN DU BECQUET"
59,350,"LILLE","AB","A",237,"","RUE","SAINT SEBASTIEN","PBCSQZ","395313968",6540,"SCI","SCI SARATOGA SPRINGS","RUE SAINT SEBASTIEN","237 RUE SAINT SEBASTIEN"
59,350,"LILLE","AB","A",210,"","RUE","DE LA CENSE AUX BLES","PBHQ2V","530607456",6540,"SCI","SCI KING","RUE DE LA CENSE AUX BLES","210 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","A",220,"","RUE","DE LA CENSE AUX BLES","PBHTRZ","535106769",6540,"SCI","IMMOBILIERE DE LA CENSE AU BLE","RUE DE LA CENSE AUX BLES","220 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","A",235,"","RUE","DE LA CENSE AUX BLES","PBH7LC","791886500",6540,"SCI","REVE IMMO 1","RUE DE LA CENSE AUX BLES","235 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","A",149,"","RUE","DE LA CENSE AUX BLES","PBCJFN","442588703",6540,"SCI","MOCA","RUE DE LA CENSE AUX BLES","149 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","B",219,"","RUE","DE LA CENSE AUX BLES","PBJXTF","825402332",6540,"SCI","CT2712","RUE DE LA CENSE AUX BLES","219 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","D",181,"","RUE","DE LA CENSE AUX BLES","PBJMWF","811020684",6540,"SCI","SCI BAPTMAN","RUE DE LA CENSE AUX BLES","181 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","D",181,"","RUE","DE LA CENSE AUX BLES","PBFGMQ","783713498",9230,"ASS","ASSOCIATION DIOCESAINE LILLE","RUE DE LA CENSE AUX BLES","181 RUE DE LA CENSE AUX BLES"
59,350,"LILLE","AB","F",100,"","QUAI","DES CHEVILLARDS","PBCDXP","U21566770",9900,"","SYNDICAT DES COPROP DE LA RES QUAI DE BRUGES","QUAI DES CHEVILLARDS","100 QUAI DES CHEVILLARDS"
59,350,"LILLE","AB","C",42,"","RUE","BASTION SAINT ANDRE","PBCJ5T","449840685",6540,"SCI","FRANCOIS DEFREMONT","RUE BASTION SAINT ANDRE","42 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","C",42,"","RUE","BASTION SAINT ANDRE","PBH7LC","791886500",6540,"SCI","REVE IMMO 1","RUE BASTION SAINT ANDRE","42 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","E",140,"","RUE","DU GUET","PBH7LC","791886500",6540,"SCI","REVE IMMO 1","RUE DU GUET","140 RUE DU GUET"
59,350,"LILLE","AB","B",7,"","RUE","MOULIN DU BECQUET","PBB9MB","300347333",5710,"SAS","FONCIA LILLE","RUE MOULIN DU BECQUET","7 RUE MOULIN DU BECQUET"
59,350,"LILLE","AB","A",33,"","RUE","BASTION SAINT ANDRE","PBCMMZ","481166189",6540,"SCI","CASE A LILE","RUE BASTION SAINT ANDRE","33 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","A",33,"","RUE","BASTION SAINT ANDRE","PBCML3","477809123",6599,"SC","LAUDE N","RUE BASTION SAINT ANDRE","33 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","B",33,"","RUE","BASTION SAINT ANDRE","PBCMMC","481173276",6540,"SCI","MAGDA","RUE BASTION SAINT ANDRE","33 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","B",33,"","RUE","BASTION SAINT ANDRE","PBCSHZ","U21456568",9110,"SYCO","SYNDICAT DES COPROPRIETAIRES DE LA RESIDENCE LES JARDINS DES","RUE BASTION SAINT ANDRE","33 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","C",33,"","RUE","BASTION SAINT ANDRE","PBCLT4","477730972",6540,"SCI","ISIS","RUE BASTION SAINT ANDRE","33 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","A",235,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","235 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","B",229,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","229 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","C",251,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","251 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","D",195,"A","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","195 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","D",195,"B","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","195 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","E",195,"C","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","195 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","E",195,"D","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","195 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",99,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","99 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",119,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","119 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",129,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","129 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",149,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","149 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",155,"","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","155 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","F",165,"A","RUE","BASTION SAINT ANDRE","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE BASTION SAINT ANDRE","165 RUE BASTION SAINT ANDRE"
59,350,"LILLE","AB","D",2,"","QUAI","DES CHEVILLARDS","PBCSLK","498188481",6540,"SCI","J C D-VIPYRL","QUAI DES CHEVILLARDS","2 QUAI DES CHEVILLARDS"
59,350,"LILLE","AH","A",16,"","RUE","DU BALLON","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE DU BALLON","16 RUE DU BALLON"
59,350,"LILLE","AK","A",44,"","RUE","DU CHATEAU","PBB9PC","417991353",6540,"SCI","SCI DANAE","RUE DU CHATEAU","44 RUE DU CHATEAU"
59,350,"LILLE","AK","A",6,"","RUE","BLANCHE","PBJWC7","822067104",6540,"SCI","MELLEO","RUE BLANCHE","6 RUE BLANCHE"
59,350,"LILLE","AK","B",14,"B","RUE","BLANCHE","P9MBBC","444608442",5699,"SA","ENEDIS","RUE BLANCHE","14 RUE BLANCHE"
59,350,"LILLE","AK","B",14,"B","RUE","BLANCHE","P998MW","444608442",5699,"SA","ENEDIS","RUE BLANCHE","14 RUE BLANCHE"
59,350,"LILLE","AK","A",90,"","RUE","DU FBG DE ROUBAIX","PBHFKH","513037069",6540,"SCI","PERSANE","RUE DU FBG DE ROUBAIX","90 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",98,"","RUE","DU FBG DE ROUBAIX","PBJ3V5","829945625",6540,"SCI","MLMSP","RUE DU FBG DE ROUBAIX","98 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",100,"","RUE","DU FBG DE ROUBAIX","PBJ3V5","829945625",6540,"SCI","MLMSP","RUE DU FBG DE ROUBAIX","100 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",102,"","RUE","DU FBG DE ROUBAIX","PBHQLH","519674162",5499,"SARL","ETIENNE CHEVALIER AVOCAT","RUE DU FBG DE ROUBAIX","102 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",106,"","RUE","DU FBG DE ROUBAIX","PBH6JK","319870929",9220,"ASS","SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD","RUE DU FBG DE ROUBAIX","106 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",108,"","RUE","DU FBG DE ROUBAIX","PBCR99","502640477",6540,"SCI","CEGIDES","RUE DU FBG DE ROUBAIX","108 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",112,"","RUE","DU FBG DE ROUBAIX","PBB756","403525090",6540,"SCI","DU 112","RUE DU FBG DE ROUBAIX","112 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",12,"","RUE","SAINT FIRMIN","PBCPPM","491290359",6540,"SCI","SCI ALLIANCE","RUE SAINT FIRMIN","12 RUE SAINT FIRMIN"
59,350,"LILLE","AK","A",28,"","RUE","SAINT FIRMIN","PBHQLB","525054185",6540,"SCI","SOCIETE CIVILE IMMOBILIERE FIRMIN","RUE SAINT FIRMIN","28 RUE SAINT FIRMIN"
59,350,"LILLE","AK","A",35,"","RUE","BLANCHE","PBBXXK","U20985070",9900,"","STE SERGIC","RUE BLANCHE","35 RUE BLANCHE"
59,350,"LILLE","AK","A",9,"B","RUE","BLANCHE","P9MBBC","444608442",5699,"SA","ENEDIS","RUE BLANCHE","9 RUE BLANCHE"
59,350,"LILLE","AK","A",9,"B","RUE","BLANCHE","P998MW","444608442",5699,"SA","ENEDIS","RUE BLANCHE","9 RUE BLANCHE"
59,350,"LILLE","AK","A",63,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","63 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",65,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","65 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",67,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","67 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",69,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","69 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",73,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","73 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",75,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","75 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",85,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","85 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",87,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","87 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",89,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","89 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",93,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","93 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",95,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","95 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",117,"","RUE","DU FBG DE ROUBAIX","PBJGLX","803746585",6540,"SCI","SCI FAUBOURG VANTROYEN","RUE DU FBG DE ROUBAIX","117 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",119,"","RUE","DU FBG DE ROUBAIX","PBHC7P","510835861",6540,"SCI","119 RUE DU FAUBOURG DE ROUBAIX","RUE DU FBG DE ROUBAIX","119 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","PK",1,"","AVENUE","DE MUY","PBCJ3L","411027014",6540,"SCI","C A D","AVENUE DE MUY","1 AVENUE DE MUY"
59,350,"LILLE","AK","A",86,"","AVENUE","DE MUY","PBH8SD","438321325",6540,"SCI","MORMAT","AVENUE DE MUY","86 AVENUE DE MUY"
59,350,"LILLE","AK","A",131,"","RUE","DU FBG DE ROUBAIX","PBB7HR","400287629",6540,"SCI","ROUSSEAU","RUE DU FBG DE ROUBAIX","131 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","C",62,"","RUE","PASCAL","PBJQHG","388965972",5599,"SA","PROCIVIS SERVICES","RUE PASCAL","62 RUE PASCAL"
59,350,"LILLE","AK","C",16,"","RUE","BLANCHE","PBB4H3","352333058",6599,"SC","ROFIMO","RUE BLANCHE","16 RUE BLANCHE"
59,350,"LILLE","AK","C",16,"","RUE","BLANCHE","PBB2RK","U21019336",6540,"SCI","SCI CRIVAL","RUE BLANCHE","16 RUE BLANCHE"
59,350,"LILLE","AK","C",16,"","RUE","BLANCHE","PBHVML","U14474311",9900,"","ALEO CLAIR SYNDIC","RUE BLANCHE","16 RUE BLANCHE"
59,350,"LILLE","AK","A",71,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","71 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","A",77,"","RUE","DU FBG DE ROUBAIX","PBB5GC","378224786",5599,"SA","SOCIETE PUBLIQUE LOCALE EURALILLE","RUE DU FBG DE ROUBAIX","77 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AK","F",16,"","RUE","BLANCHE","PBHVML","U14474311",9900,"","ALEO CLAIR SYNDIC","RUE BLANCHE","16 RUE BLANCHE"
59,350,"LILLE","AK","B",16,"","RUE","BLANCHE","PBHVML","U14474311",9900,"","ALEO CLAIR SYNDIC","RUE BLANCHE","16 RUE BLANCHE"
59,350,"LILLE","AL","A",12,"","RUE","PASCAL","PBCX63","422763029",6540,"SCI","SCI JGT","RUE PASCAL","12 RUE PASCAL"
59,350,"LILLE","AL","B",12,"","RUE","PASCAL","PBCX63","422763029",6540,"SCI","SCI JGT","RUE PASCAL","12 RUE PASCAL"
59,350,"LILLE","AL","B",10,"B","RUE","PASCAL","PBCMMR","395334097",5499,"SARL","OCTOPUS","RUE PASCAL","10 RUE PASCAL"
59,350,"LILLE","AL","A",2,"B","RUE","PASCAL","PBJSCN","491103859",6540,"SCI","SCI SAINT URSMER","RUE PASCAL","2 RUE PASCAL"
59,350,"LILLE","AL","A",71,"","RUE","SAINT GABRIEL","PBBJ5J","437579089",6540,"SCI","MIRLAND","RUE SAINT GABRIEL","71 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",79,"","RUE","SAINT GABRIEL","PBB527","U21069246",6540,"SCI","SCI 79 SAINT GABRIEL","RUE SAINT GABRIEL","79 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",81,"","RUE","SAINT GABRIEL","PBB527","U21069246",6540,"SCI","SCI 79 SAINT GABRIEL","RUE SAINT GABRIEL","81 RUE SAINT GABRIEL"
59,350,"LILLE","AL","B",79,"","RUE","SAINT GABRIEL","PBB527","U21069246",6540,"SCI","SCI 79 SAINT GABRIEL","RUE SAINT GABRIEL","79 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",87,"","RUE","SAINT GABRIEL","PBH99P","404745606",5660,"SA","SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE","RUE SAINT GABRIEL","87 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",87,"","RUE","SAINT GABRIEL","PBH6JK","319870929",9220,"ASS","SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD","RUE SAINT GABRIEL","87 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",54,"","RUE","BLANCHE","PBHM2R","528076664",6540,"SCI","LA BLANCHE","RUE BLANCHE","54 RUE BLANCHE"
59,350,"LILLE","AL","A",61,"","RUE","BLANCHE","PBCHXT","445128044",6540,"SCI","SAINTE ALDEGONDE","RUE BLANCHE","61 RUE BLANCHE"
59,350,"LILLE","AL","A",1,"B","RUE","SAINT FIRMIN","PBJF78","801245051",6540,"SCI","SCI SAINT FIRMIN","RUE SAINT FIRMIN","1 RUE SAINT FIRMIN"
59,350,"LILLE","AL","A",1,"","RUE","SAINT FIRMIN","PBH3GG","525312948",6540,"SCI","SCI TEL 2C2S","RUE SAINT FIRMIN","1 RUE SAINT FIRMIN"
59,350,"LILLE","AL","A",116,"","RUE","DU FBG DE ROUBAIX","PBB2PK","341224970",6540,"SCI","ST MAURICE DES CHAMPS","RUE DU FBG DE ROUBAIX","116 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",6,"","RUE","BOBILLOT","PBB7GJ","U18944289",6540,"SCI","SCI IMMOSEPT","RUE BOBILLOT","6 RUE BOBILLOT"
59,350,"LILLE","AL","A",130,"","RUE","DU FBG DE ROUBAIX","PBCF58","439338096",6540,"SCI","OULAPA","RUE DU FBG DE ROUBAIX","130 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",132,"","RUE","DU FBG DE ROUBAIX","PBCQWV","494709215",6540,"SCI","SCI KARL ET KRIS 132 FAUBOURG DE ROUBAIX","RUE DU FBG DE ROUBAIX","132 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",134,"","RUE","DU FBG DE ROUBAIX","PBCQKR","489144949",6599,"SC","LES MACAREUX","RUE DU FBG DE ROUBAIX","134 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",136,"","RUE","DU FBG DE ROUBAIX","PBKF9N","850013970",6540,"SCI","ANAVIDA","RUE DU FBG DE ROUBAIX","136 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",2,"","RUE","PARRAYON","PBCQTW","495208894",6540,"SCI","CHRISYLILLE","RUE PARRAYON","2 RUE PARRAYON"
59,350,"LILLE","AL","A",4,"","RUE","PARRAYON","PBH6JK","319870929",9220,"ASS","SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD","RUE PARRAYON","4 RUE PARRAYON"
59,350,"LILLE","AL","A",4,"","RUE","PARRAYON","PBJ36R","404745606",5660,"SA","SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE","RUE PARRAYON","4 RUE PARRAYON"
59,350,"LILLE","AL","A",16,"","RUE","PARRAYON","PBJL5J","523932499",6540,"SCI","S C I  MARAGOZ","RUE PARRAYON","16 RUE PARRAYON"
59,350,"LILLE","AL","A",26,"","RUE","PARRAYON","PBJJ58","245900410",7344,"","METROPOLE EUROPEENNE DE LILLE","RUE PARRAYON","26 RUE PARRAYON"
59,350,"LILLE","AL","A",26,"","RUE","PARRAYON","PBH5GZ","404745606",5660,"SA","SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE","RUE PARRAYON","26 RUE PARRAYON"
59,350,"LILLE","AL","A",140,"","RUE","DU FBG DE ROUBAIX","PBB75F","404328866",6540,"SCI","LCP","RUE DU FBG DE ROUBAIX","140 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",150,"","RUE","DU FBG DE ROUBAIX","PBBZXH","337599393",6540,"SCI","DU MUY","RUE DU FBG DE ROUBAIX","150 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",158,"","RUE","DU FBG DE ROUBAIX","PBB23N","344136502",6540,"SCI","POUILLY","RUE DU FBG DE ROUBAIX","158 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",9933,"","RUE","DU FBG DE ROUBAIX","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE DU FBG DE ROUBAIX","9933 RUE DU FBG DE ROUBAIX"
59,350,"LILLE","AL","A",119,"","RUE","SAINT GABRIEL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE SAINT GABRIEL","119 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",95,"","RUE","SAINT GABRIEL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE SAINT GABRIEL","95 RUE SAINT GABRIEL"
59,350,"LILLE","AL","A",95,"B","RUE","SAINT GABRIEL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE SAINT GABRIEL","95 RUE SAINT GABRIEL"
